,qiita_sample_name,box_id,cage_id,collection_timepoint,collection_timestamp,date_colonized,diet,elevation,elevation_units,empo_1,empo_2,empo_3,env_biome,env_feature,env_material,env_package,geo_loc_name,host_age,host_age_units,host_body_habitat,host_body_product,host_body_site,host_common_name,host_scientific_name,host_subject_id,host_taxid,host_weight,host_weight_units,iacuc_institute,iacuc_protocol_id,isolate_number,latitude,latitude_units,life_stage,longitude,longitude_units,mouse_dob,mouse_id,mouse_strain,qiita_study_id,sample_type,scientific_name,sex,taxon_id,tube_id,mouse,dam,sire,date_collected,bacteria_strain,extraction_method,extraction_kit,run,plate,observed_features
28L_Day3_15,12986.28L.Day3.15,,28.0,Day3,7/15/17 10:00,7/12/17,RC,193.0,meters,Host-associated,Animal,Animal distal gut,urban biome,animal-associated habitat,feces,host-associated,USA:CA: San Diego,10.0,weeks,UBERON:feces,UBERON:feces,UBERON:feces,mouse,Mus musculus,28L,10090.0,not provided,g,UCSD,S16285,15,32.842,Decimal degrees,adult,-117.258,Decimal degrees,5/2/17,28L,C57Bl/6,12986.0,fecal culture,mouse gut metagenome,female,410661.0,28L_Day3_15,28L,B1,B,7/15/17,AZ20,magnetic bead,Thermo CORE,2.0,1.0,4621
28L_Day3_17,12986.28L.Day3.17,,28.0,Day3,7/15/17 10:00,7/12/17,RC,193.0,meters,Host-associated,Animal,Animal distal gut,urban biome,animal-associated habitat,feces,host-associated,USA:CA: San Diego,10.0,weeks,UBERON:feces,UBERON:feces,UBERON:feces,mouse,Mus musculus,28L,10090.0,not provided,g,UCSD,S16285,17,32.842,Decimal degrees,adult,-117.258,Decimal degrees,5/2/17,28L,C57Bl/6,12986.0,fecal culture,mouse gut metagenome,female,410661.0,28L_Day3_17,28L,B1,B,7/15/17,AZ20,magnetic bead,Thermo CORE,2.0,1.0,4646
28L_Day3_18,12986.28L.Day3.18,,28.0,Day3,7/15/17 10:00,7/12/17,RC,193.0,meters,Host-associated,Animal,Animal distal gut,urban biome,animal-associated habitat,feces,host-associated,USA:CA: San Diego,10.0,weeks,UBERON:feces,UBERON:feces,UBERON:feces,mouse,Mus musculus,28L,10090.0,not provided,g,UCSD,S16285,18,32.842,Decimal degrees,adult,-117.258,Decimal degrees,5/2/17,28L,C57Bl/6,12986.0,fecal culture,mouse gut metagenome,female,410661.0,28L_Day3_18,28L,B1,B,7/15/17,AZ20,magnetic bead,Thermo CORE,2.0,1.0,4621
28L_Day3_19,12986.28L.Day3.19,,28.0,Day3,7/15/17 10:00,7/12/17,RC,193.0,meters,Host-associated,Animal,Animal distal gut,urban biome,animal-associated habitat,feces,host-associated,USA:CA: San Diego,10.0,weeks,UBERON:feces,UBERON:feces,UBERON:feces,mouse,Mus musculus,28L,10090.0,not provided,g,UCSD,S16285,19,32.842,Decimal degrees,adult,-117.258,Decimal degrees,5/2/17,28L,C57Bl/6,12986.0,fecal culture,mouse gut metagenome,female,410661.0,28L_Day3_19,28L,B1,B,7/15/17,AZ20,magnetic bead,Thermo CORE,2.0,1.0,4622
28L_Day3_2,12986.28L.Day3.2,,28.0,Day3,7/15/17 10:00,7/12/17,RC,193.0,meters,Host-associated,Animal,Animal distal gut,urban biome,animal-associated habitat,feces,host-associated,USA:CA: San Diego,10.0,weeks,UBERON:feces,UBERON:feces,UBERON:feces,mouse,Mus musculus,28L,10090.0,not provided,g,UCSD,S16285,2,32.842,Decimal degrees,adult,-117.258,Decimal degrees,5/2/17,28L,C57Bl/6,12986.0,fecal culture,mouse gut metagenome,female,410661.0,28L_Day3_2,28L,B1,B,7/15/17,AZ20,magnetic bead,Thermo CORE,2.0,1.0,4621
28L_Day3_20,12986.28L.Day3.20,,28.0,Day3,7/15/17 10:00,7/12/17,RC,193.0,meters,Host-associated,Animal,Animal distal gut,urban biome,animal-associated habitat,feces,host-associated,USA:CA: San Diego,10.0,weeks,UBERON:feces,UBERON:feces,UBERON:feces,mouse,Mus musculus,28L,10090.0,not provided,g,UCSD,S16285,20,32.842,Decimal degrees,adult,-117.258,Decimal degrees,5/2/17,28L,C57Bl/6,12986.0,fecal culture,mouse gut metagenome,female,410661.0,28L_Day3_20,28L,B1,B,7/15/17,AZ20,magnetic bead,Thermo CORE,2.0,1.0,4923
28L_Day3_21,12986.28L.Day3.21,,28.0,Day3,7/15/17 10:00,7/12/17,RC,193.0,meters,Host-associated,Animal,Animal distal gut,urban biome,animal-associated habitat,feces,host-associated,USA:CA: San Diego,10.0,weeks,UBERON:feces,UBERON:feces,UBERON:feces,mouse,Mus musculus,28L,10090.0,not provided,g,UCSD,S16285,21,32.842,Decimal degrees,adult,-117.258,Decimal degrees,5/2/17,28L,C57Bl/6,12986.0,fecal culture,mouse gut metagenome,female,410661.0,28L_Day3_21,28L,B1,B,7/15/17,AZ20,magnetic bead,Thermo CORE,2.0,1.0,4622
28L_Day3_24,12986.28L.Day3.24,,28.0,Day3,7/15/17 10:00,7/12/17,RC,193.0,meters,Host-associated,Animal,Animal distal gut,urban biome,animal-associated habitat,feces,host-associated,USA:CA: San Diego,10.0,weeks,UBERON:feces,UBERON:feces,UBERON:feces,mouse,Mus musculus,28L,10090.0,not provided,g,UCSD,S16285,24,32.842,Decimal degrees,adult,-117.258,Decimal degrees,5/2/17,28L,C57Bl/6,12986.0,fecal culture,mouse gut metagenome,female,410661.0,28L_Day3_24,28L,B1,B,7/15/17,AZ20,magnetic bead,Thermo CORE,2.0,1.0,4623
28L_Day3_3,12986.28L.Day3.3,,28.0,Day3,7/15/17 10:00,7/12/17,RC,193.0,meters,Host-associated,Animal,Animal distal gut,urban biome,animal-associated habitat,feces,host-associated,USA:CA: San Diego,10.0,weeks,UBERON:feces,UBERON:feces,UBERON:feces,mouse,Mus musculus,28L,10090.0,not provided,g,UCSD,S16285,3,32.842,Decimal degrees,adult,-117.258,Decimal degrees,5/2/17,28L,C57Bl/6,12986.0,fecal culture,mouse gut metagenome,female,410661.0,28L_Day3_3,28L,B1,B,7/15/17,AZ20,magnetic bead,Thermo CORE,2.0,1.0,4622
28L_Day3_5,12986.28L.Day3.5,,28.0,Day3,7/15/17 10:00,7/12/17,RC,193.0,meters,Host-associated,Animal,Animal distal gut,urban biome,animal-associated habitat,feces,host-associated,USA:CA: San Diego,10.0,weeks,UBERON:feces,UBERON:feces,UBERON:feces,mouse,Mus musculus,28L,10090.0,not provided,g,UCSD,S16285,5,32.842,Decimal degrees,adult,-117.258,Decimal degrees,5/2/17,28L,C57Bl/6,12986.0,fecal culture,mouse gut metagenome,female,410661.0,28L_Day3_5,28L,B1,B,7/15/17,AZ20,magnetic bead,Thermo CORE,2.0,1.0,4621
28L_Day3_6,12986.28L.Day3.6,,28.0,Day3,7/15/17 10:00,7/12/17,RC,193.0,meters,Host-associated,Animal,Animal distal gut,urban biome,animal-associated habitat,feces,host-associated,USA:CA: San Diego,10.0,weeks,UBERON:feces,UBERON:feces,UBERON:feces,mouse,Mus musculus,28L,10090.0,not provided,g,UCSD,S16285,6,32.842,Decimal degrees,adult,-117.258,Decimal degrees,5/2/17,28L,C57Bl/6,12986.0,fecal culture,mouse gut metagenome,female,410661.0,28L_Day3_6,28L,B1,B,7/15/17,AZ20,magnetic bead,Thermo CORE,2.0,1.0,4725
28L_Day3_7,12986.28L.Day3.7,,28.0,Day3,7/15/17 10:00,7/12/17,RC,193.0,meters,Host-associated,Animal,Animal distal gut,urban biome,animal-associated habitat,feces,host-associated,USA:CA: San Diego,10.0,weeks,UBERON:feces,UBERON:feces,UBERON:feces,mouse,Mus musculus,28L,10090.0,not provided,g,UCSD,S16285,7,32.842,Decimal degrees,adult,-117.258,Decimal degrees,5/2/17,28L,C57Bl/6,12986.0,fecal culture,mouse gut metagenome,female,410661.0,28L_Day3_7,28L,B1,B,7/15/17,AZ20,magnetic bead,Thermo CORE,2.0,1.0,4625
28L_Day3_8,12986.28L.Day3.8,,28.0,Day3,7/15/17 10:00,7/12/17,RC,193.0,meters,Host-associated,Animal,Animal distal gut,urban biome,animal-associated habitat,feces,host-associated,USA:CA: San Diego,10.0,weeks,UBERON:feces,UBERON:feces,UBERON:feces,mouse,Mus musculus,28L,10090.0,not provided,g,UCSD,S16285,8,32.842,Decimal degrees,adult,-117.258,Decimal degrees,5/2/17,28L,C57Bl/6,12986.0,fecal culture,mouse gut metagenome,female,410661.0,28L_Day3_8,28L,B1,B,7/15/17,AZ20,magnetic bead,Thermo CORE,2.0,1.0,5176
28L_Day3_9,12986.28L.Day3.9,,28.0,Day3,7/15/17 10:00,7/12/17,RC,193.0,meters,Host-associated,Animal,Animal distal gut,urban biome,animal-associated habitat,feces,host-associated,USA:CA: San Diego,10.0,weeks,UBERON:feces,UBERON:feces,UBERON:feces,mouse,Mus musculus,28L,10090.0,not provided,g,UCSD,S16285,9,32.842,Decimal degrees,adult,-117.258,Decimal degrees,5/2/17,28L,C57Bl/6,12986.0,fecal culture,mouse gut metagenome,female,410661.0,28L_Day3_9,28L,B1,B,7/15/17,AZ20,magnetic bead,Thermo CORE,2.0,1.0,4623
28N_Day3_1,12986.28N.Day3.1,,28.0,Day3,7/15/17 10:00,7/12/17,RC,193.0,meters,Host-associated,Animal,Animal distal gut,urban biome,animal-associated habitat,feces,host-associated,USA:CA: San Diego,11.0,weeks,UBERON:feces,UBERON:feces,UBERON:feces,mouse,Mus musculus,28N,10090.0,not provided,g,UCSD,S16285,1,32.842,Decimal degrees,adult,-117.258,Decimal degrees,5/2/17,28N,C57Bl/6,12986.0,fecal culture,mouse gut metagenome,female,410661.0,28N_Day3_1,28N,B1,B,7/15/17,AZ20,magnetic bead,Thermo CORE,2.0,1.0,4824
28N_Day3_10,12986.28N.Day3.10,,28.0,Day3,7/15/17 10:00,7/12/17,RC,193.0,meters,Host-associated,Animal,Animal distal gut,urban biome,animal-associated habitat,feces,host-associated,USA:CA: San Diego,11.0,weeks,UBERON:feces,UBERON:feces,UBERON:feces,mouse,Mus musculus,28N,10090.0,not provided,g,UCSD,S16285,10,32.842,Decimal degrees,adult,-117.258,Decimal degrees,5/2/17,28N,C57Bl/6,12986.0,fecal culture,mouse gut metagenome,female,410661.0,28N_Day3_10,28N,B1,B,7/15/17,AZ20,magnetic bead,Thermo CORE,2.0,1.0,4622
28N_Day3_11,12986.28N.Day3.11,,28.0,Day3,7/15/17 10:00,7/12/17,RC,193.0,meters,Host-associated,Animal,Animal distal gut,urban biome,animal-associated habitat,feces,host-associated,USA:CA: San Diego,11.0,weeks,UBERON:feces,UBERON:feces,UBERON:feces,mouse,Mus musculus,28N,10090.0,not provided,g,UCSD,S16285,11,32.842,Decimal degrees,adult,-117.258,Decimal degrees,5/2/17,28N,C57Bl/6,12986.0,fecal culture,mouse gut metagenome,female,410661.0,28N_Day3_11,28N,B1,B,7/15/17,AZ20,magnetic bead,Thermo CORE,2.0,1.0,5041
28N_Day3_12,12986.28N.Day3.12,,28.0,Day3,7/15/17 10:00,7/12/17,RC,193.0,meters,Host-associated,Animal,Animal distal gut,urban biome,animal-associated habitat,feces,host-associated,USA:CA: San Diego,11.0,weeks,UBERON:feces,UBERON:feces,UBERON:feces,mouse,Mus musculus,28N,10090.0,not provided,g,UCSD,S16285,12,32.842,Decimal degrees,adult,-117.258,Decimal degrees,5/2/17,28N,C57Bl/6,12986.0,fecal culture,mouse gut metagenome,female,410661.0,28N_Day3_12,28N,B1,B,7/15/17,AZ20,magnetic bead,Thermo CORE,2.0,1.0,5028
28N_Day3_13,12986.28N.Day3.13,,28.0,Day3,7/15/17 10:00,7/12/17,RC,193.0,meters,Host-associated,Animal,Animal distal gut,urban biome,animal-associated habitat,feces,host-associated,USA:CA: San Diego,11.0,weeks,UBERON:feces,UBERON:feces,UBERON:feces,mouse,Mus musculus,28N,10090.0,not provided,g,UCSD,S16285,13,32.842,Decimal degrees,adult,-117.258,Decimal degrees,5/2/17,28N,C57Bl/6,12986.0,fecal culture,mouse gut metagenome,female,410661.0,28N_Day3_13,28N,B1,B,7/15/17,AZ20,magnetic bead,Thermo CORE,2.0,1.0,4616
28N_Day3_15,12986.28N.Day3.15,,28.0,Day3,7/15/17 10:00,7/12/17,RC,193.0,meters,Host-associated,Animal,Animal distal gut,urban biome,animal-associated habitat,feces,host-associated,USA:CA: San Diego,11.0,weeks,UBERON:feces,UBERON:feces,UBERON:feces,mouse,Mus musculus,28N,10090.0,not provided,g,UCSD,S16285,15,32.842,Decimal degrees,adult,-117.258,Decimal degrees,5/2/17,28N,C57Bl/6,12986.0,fecal culture,mouse gut metagenome,female,410661.0,28N_Day3_15,28N,B1,B,7/15/17,AZ20,magnetic bead,Thermo CORE,2.0,1.0,4676
28N_Day3_17,12986.28N.Day3.17,,28.0,Day3,7/15/17 10:00,7/12/17,RC,193.0,meters,Host-associated,Animal,Animal distal gut,urban biome,animal-associated habitat,feces,host-associated,USA:CA: San Diego,11.0,weeks,UBERON:feces,UBERON:feces,UBERON:feces,mouse,Mus musculus,28N,10090.0,not provided,g,UCSD,S16285,17,32.842,Decimal degrees,adult,-117.258,Decimal degrees,5/2/17,28N,C57Bl/6,12986.0,fecal culture,mouse gut metagenome,female,410661.0,28N_Day3_17,28N,B1,B,7/15/17,AZ20,magnetic bead,Thermo CORE,2.0,1.0,4623
28N_Day3_18,12986.28N.Day3.18,,28.0,Day3,7/15/17 10:00,7/12/17,RC,193.0,meters,Host-associated,Animal,Animal distal gut,urban biome,animal-associated habitat,feces,host-associated,USA:CA: San Diego,11.0,weeks,UBERON:feces,UBERON:feces,UBERON:feces,mouse,Mus musculus,28N,10090.0,not provided,g,UCSD,S16285,18,32.842,Decimal degrees,adult,-117.258,Decimal degrees,5/2/17,28N,C57Bl/6,12986.0,fecal culture,mouse gut metagenome,female,410661.0,28N_Day3_18,28N,B1,B,7/15/17,AZ20,magnetic bead,Thermo CORE,2.0,1.0,4625
28N_Day3_2,12986.28N.Day3.2,,28.0,Day3,7/15/17 10:00,7/12/17,RC,193.0,meters,Host-associated,Animal,Animal distal gut,urban biome,animal-associated habitat,feces,host-associated,USA:CA: San Diego,11.0,weeks,UBERON:feces,UBERON:feces,UBERON:feces,mouse,Mus musculus,28N,10090.0,not provided,g,UCSD,S16285,2,32.842,Decimal degrees,adult,-117.258,Decimal degrees,5/2/17,28N,C57Bl/6,12986.0,fecal culture,mouse gut metagenome,female,410661.0,28N_Day3_2,28N,B1,B,7/15/17,AZ20,magnetic bead,Thermo CORE,2.0,1.0,4623
28N_Day3_22,12986.28N.Day3.22,,28.0,Day3,7/15/17 10:00,7/12/17,RC,193.0,meters,Host-associated,Animal,Animal distal gut,urban biome,animal-associated habitat,feces,host-associated,USA:CA: San Diego,11.0,weeks,UBERON:feces,UBERON:feces,UBERON:feces,mouse,Mus musculus,28N,10090.0,not provided,g,UCSD,S16285,22,32.842,Decimal degrees,adult,-117.258,Decimal degrees,5/2/17,28N,C57Bl/6,12986.0,fecal culture,mouse gut metagenome,female,410661.0,28N_Day3_22,28N,B1,B,7/15/17,AZ20,magnetic bead,Thermo CORE,2.0,1.0,4725
28N_Day3_24,12986.28N.Day3.24,,28.0,Day3,7/15/17 10:00,7/12/17,RC,193.0,meters,Host-associated,Animal,Animal distal gut,urban biome,animal-associated habitat,feces,host-associated,USA:CA: San Diego,11.0,weeks,UBERON:feces,UBERON:feces,UBERON:feces,mouse,Mus musculus,28N,10090.0,not provided,g,UCSD,S16285,24,32.842,Decimal degrees,adult,-117.258,Decimal degrees,5/2/17,28N,C57Bl/6,12986.0,fecal culture,mouse gut metagenome,female,410661.0,28N_Day3_24,28N,B1,B,7/15/17,AZ20,magnetic bead,Thermo CORE,2.0,1.0,4825
28N_Day3_5,12986.28N.Day3.5,,28.0,Day3,7/15/17 10:00,7/12/17,RC,193.0,meters,Host-associated,Animal,Animal distal gut,urban biome,animal-associated habitat,feces,host-associated,USA:CA: San Diego,11.0,weeks,UBERON:feces,UBERON:feces,UBERON:feces,mouse,Mus musculus,28N,10090.0,not provided,g,UCSD,S16285,5,32.842,Decimal degrees,adult,-117.258,Decimal degrees,5/2/17,28N,C57Bl/6,12986.0,fecal culture,mouse gut metagenome,female,410661.0,28N_Day3_5,28N,B1,B,7/15/17,AZ20,magnetic bead,Thermo CORE,2.0,1.0,4623
28N_Day3_6,12986.28N.Day3.6,,28.0,Day3,7/15/17 10:00,7/12/17,RC,193.0,meters,Host-associated,Animal,Animal distal gut,urban biome,animal-associated habitat,feces,host-associated,USA:CA: San Diego,11.0,weeks,UBERON:feces,UBERON:feces,UBERON:feces,mouse,Mus musculus,28N,10090.0,not provided,g,UCSD,S16285,6,32.842,Decimal degrees,adult,-117.258,Decimal degrees,5/2/17,28N,C57Bl/6,12986.0,fecal culture,mouse gut metagenome,female,410661.0,28N_Day3_6,28N,B1,B,7/15/17,AZ20,magnetic bead,Thermo CORE,2.0,1.0,4624
28N_Day3_7,12986.28N.Day3.7,,28.0,Day3,7/15/17 10:00,7/12/17,RC,193.0,meters,Host-associated,Animal,Animal distal gut,urban biome,animal-associated habitat,feces,host-associated,USA:CA: San Diego,11.0,weeks,UBERON:feces,UBERON:feces,UBERON:feces,mouse,Mus musculus,28N,10090.0,not provided,g,UCSD,S16285,7,32.842,Decimal degrees,adult,-117.258,Decimal degrees,5/2/17,28N,C57Bl/6,12986.0,fecal culture,mouse gut metagenome,female,410661.0,28N_Day3_7,28N,B1,B,7/15/17,AZ20,magnetic bead,Thermo CORE,2.0,1.0,4624
28N_Day3_8,12986.28N.Day3.8,,28.0,Day3,7/15/17 10:00,7/12/17,RC,193.0,meters,Host-associated,Animal,Animal distal gut,urban biome,animal-associated habitat,feces,host-associated,USA:CA: San Diego,11.0,weeks,UBERON:feces,UBERON:feces,UBERON:feces,mouse,Mus musculus,28N,10090.0,not provided,g,UCSD,S16285,8,32.842,Decimal degrees,adult,-117.258,Decimal degrees,5/2/17,28N,C57Bl/6,12986.0,fecal culture,mouse gut metagenome,female,410661.0,28N_Day3_8,28N,B1,B,7/15/17,AZ20,magnetic bead,Thermo CORE,2.0,1.0,4652
41L_Day3_1,12986.41L.Day3.1,,41.0,Day3,9/16/17 10:00,9/13/17,RC,193.0,meters,Host-associated,Animal,Animal distal gut,urban biome,animal-associated habitat,feces,host-associated,USA:CA: San Diego,11.0,weeks,UBERON:feces,UBERON:feces,UBERON:feces,mouse,Mus musculus,41L,10090.0,not provided,g,UCSD,S16285,1,32.842,Decimal degrees,adult,-117.258,Decimal degrees,7/6/17,41L,C57Bl/6,12986.0,fecal culture,mouse gut metagenome,male,410661.0,41L_Day3_1,41L,A1,A,9/16/17,AZ51,magnetic bead,Thermo CORE,2.0,24.0,4640
41L_Day3_10,12986.41L.Day3.10,,41.0,Day3,9/16/17 10:00,9/13/17,RC,193.0,meters,Host-associated,Animal,Animal distal gut,urban biome,animal-associated habitat,feces,host-associated,USA:CA: San Diego,11.0,weeks,UBERON:feces,UBERON:feces,UBERON:feces,mouse,Mus musculus,41L,10090.0,not provided,g,UCSD,S16285,10,32.842,Decimal degrees,adult,-117.258,Decimal degrees,7/6/17,41L,C57Bl/6,12986.0,fecal culture,mouse gut metagenome,male,410661.0,41L_Day3_10,41L,A1,A,9/16/17,AZ51,magnetic bead,Thermo CORE,2.0,24.0,4640
41L_Day3_11,12986.41L.Day3.11,,41.0,Day3,9/16/17 10:00,9/13/17,RC,193.0,meters,Host-associated,Animal,Animal distal gut,urban biome,animal-associated habitat,feces,host-associated,USA:CA: San Diego,11.0,weeks,UBERON:feces,UBERON:feces,UBERON:feces,mouse,Mus musculus,41L,10090.0,not provided,g,UCSD,S16285,11,32.842,Decimal degrees,adult,-117.258,Decimal degrees,7/6/17,41L,C57Bl/6,12986.0,fecal culture,mouse gut metagenome,male,410661.0,41L_Day3_11,41L,A1,A,9/16/17,AZ51,magnetic bead,Thermo CORE,2.0,24.0,4640
41L_Day3_12,12986.41L.Day3.12,,41.0,Day3,9/16/17 10:00,9/13/17,RC,193.0,meters,Host-associated,Animal,Animal distal gut,urban biome,animal-associated habitat,feces,host-associated,USA:CA: San Diego,11.0,weeks,UBERON:feces,UBERON:feces,UBERON:feces,mouse,Mus musculus,41L,10090.0,not provided,g,UCSD,S16285,12,32.842,Decimal degrees,adult,-117.258,Decimal degrees,7/6/17,41L,C57Bl/6,12986.0,fecal culture,mouse gut metagenome,male,410661.0,41L_Day3_12,41L,A1,A,9/16/17,AZ51,magnetic bead,Thermo CORE,2.0,24.0,4646
41L_Day3_13,12986.41L.Day3.13,,41.0,Day3,9/16/17 10:00,9/13/17,RC,193.0,meters,Host-associated,Animal,Animal distal gut,urban biome,animal-associated habitat,feces,host-associated,USA:CA: San Diego,11.0,weeks,UBERON:feces,UBERON:feces,UBERON:feces,mouse,Mus musculus,41L,10090.0,not provided,g,UCSD,S16285,13,32.842,Decimal degrees,adult,-117.258,Decimal degrees,7/6/17,41L,C57Bl/6,12986.0,fecal culture,mouse gut metagenome,male,410661.0,41L_Day3_13,41L,A1,A,9/16/17,AZ51,magnetic bead,Thermo CORE,2.0,24.0,4640
41L_Day3_14,12986.41L.Day3.14,,41.0,Day3,9/16/17 10:00,9/13/17,RC,193.0,meters,Host-associated,Animal,Animal distal gut,urban biome,animal-associated habitat,feces,host-associated,USA:CA: San Diego,11.0,weeks,UBERON:feces,UBERON:feces,UBERON:feces,mouse,Mus musculus,41L,10090.0,not provided,g,UCSD,S16285,14,32.842,Decimal degrees,adult,-117.258,Decimal degrees,7/6/17,41L,C57Bl/6,12986.0,fecal culture,mouse gut metagenome,male,410661.0,41L_Day3_14,41L,A1,A,9/16/17,AZ51,magnetic bead,Thermo CORE,2.0,24.0,4640
41L_Day3_15,12986.41L.Day3.15,,41.0,Day3,9/16/17 10:00,9/13/17,RC,193.0,meters,Host-associated,Animal,Animal distal gut,urban biome,animal-associated habitat,feces,host-associated,USA:CA: San Diego,11.0,weeks,UBERON:feces,UBERON:feces,UBERON:feces,mouse,Mus musculus,41L,10090.0,not provided,g,UCSD,S16285,15,32.842,Decimal degrees,adult,-117.258,Decimal degrees,7/6/17,41L,C57Bl/6,12986.0,fecal culture,mouse gut metagenome,male,410661.0,41L_Day3_15,41L,A1,A,9/16/17,AZ51,magnetic bead,Thermo CORE,2.0,24.0,4546
41L_Day3_16,12986.41L.Day3.16,,41.0,Day3,9/16/17 10:00,9/13/17,RC,193.0,meters,Host-associated,Animal,Animal distal gut,urban biome,animal-associated habitat,feces,host-associated,USA:CA: San Diego,11.0,weeks,UBERON:feces,UBERON:feces,UBERON:feces,mouse,Mus musculus,41L,10090.0,not provided,g,UCSD,S16285,16,32.842,Decimal degrees,adult,-117.258,Decimal degrees,7/6/17,41L,C57Bl/6,12986.0,fecal culture,mouse gut metagenome,male,410661.0,41L_Day3_16,41L,A1,A,9/16/17,AZ51,magnetic bead,Thermo CORE,2.0,24.0,4640
41L_Day3_17,12986.41L.Day3.17,,41.0,Day3,9/16/17 10:00,9/13/17,RC,193.0,meters,Host-associated,Animal,Animal distal gut,urban biome,animal-associated habitat,feces,host-associated,USA:CA: San Diego,11.0,weeks,UBERON:feces,UBERON:feces,UBERON:feces,mouse,Mus musculus,41L,10090.0,not provided,g,UCSD,S16285,17,32.842,Decimal degrees,adult,-117.258,Decimal degrees,7/6/17,41L,C57Bl/6,12986.0,fecal culture,mouse gut metagenome,male,410661.0,41L_Day3_17,41L,A1,A,9/16/17,AZ51,magnetic bead,Thermo CORE,2.0,24.0,4646
41L_Day3_18,12986.41L.Day3.18,,41.0,Day3,9/16/17 10:00,9/13/17,RC,193.0,meters,Host-associated,Animal,Animal distal gut,urban biome,animal-associated habitat,feces,host-associated,USA:CA: San Diego,11.0,weeks,UBERON:feces,UBERON:feces,UBERON:feces,mouse,Mus musculus,41L,10090.0,not provided,g,UCSD,S16285,18,32.842,Decimal degrees,adult,-117.258,Decimal degrees,7/6/17,41L,C57Bl/6,12986.0,fecal culture,mouse gut metagenome,male,410661.0,41L_Day3_18,41L,A1,A,9/16/17,AZ51,magnetic bead,Thermo CORE,2.0,24.0,4640
41L_Day3_19,12986.41L.Day3.19,,41.0,Day3,9/16/17 10:00,9/13/17,RC,193.0,meters,Host-associated,Animal,Animal distal gut,urban biome,animal-associated habitat,feces,host-associated,USA:CA: San Diego,11.0,weeks,UBERON:feces,UBERON:feces,UBERON:feces,mouse,Mus musculus,41L,10090.0,not provided,g,UCSD,S16285,19,32.842,Decimal degrees,adult,-117.258,Decimal degrees,7/6/17,41L,C57Bl/6,12986.0,fecal culture,mouse gut metagenome,male,410661.0,41L_Day3_19,41L,A1,A,9/16/17,AZ51,magnetic bead,Thermo CORE,2.0,24.0,4640
41L_Day3_2,12986.41L.Day3.2,,41.0,Day3,9/16/17 10:00,9/13/17,RC,193.0,meters,Host-associated,Animal,Animal distal gut,urban biome,animal-associated habitat,feces,host-associated,USA:CA: San Diego,11.0,weeks,UBERON:feces,UBERON:feces,UBERON:feces,mouse,Mus musculus,41L,10090.0,not provided,g,UCSD,S16285,2,32.842,Decimal degrees,adult,-117.258,Decimal degrees,7/6/17,41L,C57Bl/6,12986.0,fecal culture,mouse gut metagenome,male,410661.0,41L_Day3_2,41L,A1,A,9/16/17,AZ51,magnetic bead,Thermo CORE,2.0,24.0,4640
41L_Day3_20,12986.41L.Day3.20,,41.0,Day3,9/16/17 10:00,9/13/17,RC,193.0,meters,Host-associated,Animal,Animal distal gut,urban biome,animal-associated habitat,feces,host-associated,USA:CA: San Diego,11.0,weeks,UBERON:feces,UBERON:feces,UBERON:feces,mouse,Mus musculus,41L,10090.0,not provided,g,UCSD,S16285,20,32.842,Decimal degrees,adult,-117.258,Decimal degrees,7/6/17,41L,C57Bl/6,12986.0,fecal culture,mouse gut metagenome,male,410661.0,41L_Day3_20,41L,A1,A,9/16/17,AZ51,magnetic bead,Thermo CORE,2.0,24.0,4640
41L_Day3_21,12986.41L.Day3.21,,41.0,Day3,9/16/17 10:00,9/13/17,RC,193.0,meters,Host-associated,Animal,Animal distal gut,urban biome,animal-associated habitat,feces,host-associated,USA:CA: San Diego,11.0,weeks,UBERON:feces,UBERON:feces,UBERON:feces,mouse,Mus musculus,41L,10090.0,not provided,g,UCSD,S16285,21,32.842,Decimal degrees,adult,-117.258,Decimal degrees,7/6/17,41L,C57Bl/6,12986.0,fecal culture,mouse gut metagenome,male,410661.0,41L_Day3_21,41L,A1,A,9/16/17,AZ51,magnetic bead,Thermo CORE,2.0,24.0,4640
41L_Day3_22,12986.41L.Day3.22,,41.0,Day3,9/16/17 10:00,9/13/17,RC,193.0,meters,Host-associated,Animal,Animal distal gut,urban biome,animal-associated habitat,feces,host-associated,USA:CA: San Diego,11.0,weeks,UBERON:feces,UBERON:feces,UBERON:feces,mouse,Mus musculus,41L,10090.0,not provided,g,UCSD,S16285,22,32.842,Decimal degrees,adult,-117.258,Decimal degrees,7/6/17,41L,C57Bl/6,12986.0,fecal culture,mouse gut metagenome,male,410661.0,41L_Day3_22,41L,A1,A,9/16/17,AZ51,magnetic bead,Thermo CORE,2.0,24.0,4641
41L_Day3_23,12986.41L.Day3.23,,41.0,Day3,9/16/17 10:00,9/13/17,RC,193.0,meters,Host-associated,Animal,Animal distal gut,urban biome,animal-associated habitat,feces,host-associated,USA:CA: San Diego,11.0,weeks,UBERON:feces,UBERON:feces,UBERON:feces,mouse,Mus musculus,41L,10090.0,not provided,g,UCSD,S16285,23,32.842,Decimal degrees,adult,-117.258,Decimal degrees,7/6/17,41L,C57Bl/6,12986.0,fecal culture,mouse gut metagenome,male,410661.0,41L_Day3_23,41L,A1,A,9/16/17,AZ51,magnetic bead,Thermo CORE,2.0,24.0,4669
